date,character_class,final_stat,remain_ap,nickname
,카인,"[{'stat_name': '최소 스탯공격력', 'stat_value': '153283833'}, {'stat_name': '최대 스탯공격력', 'stat_value': '180333918'}, {'stat_name': '데미지', 'stat_value': '96.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '438.00'}, {'stat_name': '최종 데미지', 'stat_value': '128.80'}, {'stat_name': '방어율 무시', 'stat_value': '95.17'}, {'stat_name': '크리티컬 확률', 'stat_value': '120'}, {'stat_name': '크리티컬 데미지', 'stat_value': '130.65'}, {'stat_name': '상태이상 내성', 'stat_value': '60'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '86622'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '335'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '13242'}, {'stat_name': 'DEX', 'stat_value': '79602'}, {'stat_name': 'INT', 'stat_value': '8829'}, {'stat_name': 'LUK', 'stat_value': '8431'}, {'stat_name': 'HP', 'stat_value': '84152'}, {'stat_name': 'MP', 'stat_value': '36468'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '1473'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '144'}, {'stat_name': '메소 획득량', 'stat_value': '123'}, {'stat_name': '버프 지속시간', 'stat_value': '87'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '99.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '85'}, {'stat_name': '추가 경험치 획득', 'stat_value': '227.00'}, {'stat_name': '공격력', 'stat_value': '9327'}, {'stat_name': '마력', 'stat_value': '2344'}, {'stat_name': '전투력', 'stat_value': '387342198'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,화티
,듀얼블레이더,"[{'stat_name': '최소 스탯공격력', 'stat_value': '155648455'}, {'stat_name': '최대 스탯공격력', 'stat_value': '172942726'}, {'stat_name': '데미지', 'stat_value': '77.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '507.00'}, {'stat_name': '최종 데미지', 'stat_value': '53.95'}, {'stat_name': '방어율 무시', 'stat_value': '96.21'}, {'stat_name': '크리티컬 확률', 'stat_value': '87'}, {'stat_name': '크리티컬 데미지', 'stat_value': '110.20'}, {'stat_name': '상태이상 내성', 'stat_value': '59'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '435'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '660'}, {'stat_name': 'STR', 'stat_value': '9437'}, {'stat_name': 'DEX', 'stat_value': '13044'}, {'stat_name': 'INT', 'stat_value': '8818'}, {'stat_name': 'LUK', 'stat_value': '98147'}, {'stat_name': 'HP', 'stat_value': '58146'}, {'stat_name': 'MP', 'stat_value': '22316'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1453'}, {'stat_name': 'AP 배분 HP', 'stat_value': '550'}, {'stat_name': 'AP 배분 MP', 'stat_value': '300'}, {'stat_name': '아이템 드롭률', 'stat_value': '22'}, {'stat_name': '메소 획득량', 'stat_value': '16'}, {'stat_name': '버프 지속시간', 'stat_value': '103'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '8.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '200.00'}, {'stat_name': '공격력', 'stat_value': '11762'}, {'stat_name': '마력', 'stat_value': '2644'}, {'stat_name': '전투력', 'stat_value': '725015197'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,음혈
,듀얼블레이더,"[{'stat_name': '최소 스탯공격력', 'stat_value': '76884086'}, {'stat_name': '최대 스탯공격력', 'stat_value': '85426760'}, {'stat_name': '데미지', 'stat_value': '74.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '394.00'}, {'stat_name': '최종 데미지', 'stat_value': '53.95'}, {'stat_name': '방어율 무시', 'stat_value': '90.31'}, {'stat_name': '크리티컬 확률', 'stat_value': '119'}, {'stat_name': '크리티컬 데미지', 'stat_value': '96.85'}, {'stat_name': '상태이상 내성', 'stat_value': '59'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '78118'}, {'stat_name': '이동속도', 'stat_value': '170'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '289'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '770'}, {'stat_name': 'STR', 'stat_value': '6684'}, {'stat_name': 'DEX', 'stat_value': '8080'}, {'stat_name': 'INT', 'stat_value': '4173'}, {'stat_name': 'LUK', 'stat_value': '60756'}, {'stat_name': 'HP', 'stat_value': '64480'}, {'stat_name': 'MP', 'stat_value': '45197'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1493'}, {'stat_name': 'AP 배분 HP', 'stat_value': '79'}, {'stat_name': 'AP 배분 MP', 'stat_value': '95'}, {'stat_name': '아이템 드롭률', 'stat_value': '247'}, {'stat_name': '메소 획득량', 'stat_value': '147'}, {'stat_name': '버프 지속시간', 'stat_value': '55'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '107.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '264.00'}, {'stat_name': '공격력', 'stat_value': '9516'}, {'stat_name': '마력', 'stat_value': '2025'}, {'stat_name': '전투력', 'stat_value': '275841386'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,원분
,제논,"[{'stat_name': '최소 스탯공격력', 'stat_value': '212244334'}, {'stat_name': '최대 스탯공격력', 'stat_value': '235827036'}, {'stat_name': '데미지', 'stat_value': '106.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '549.00'}, {'stat_name': '최종 데미지', 'stat_value': '26.50'}, {'stat_name': '방어율 무시', 'stat_value': '96.80'}, {'stat_name': '크리티컬 확률', 'stat_value': '90'}, {'stat_name': '크리티컬 데미지', 'stat_value': '105.55'}, {'stat_name': '상태이상 내성', 'stat_value': '82'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '399'}, {'stat_name': '아케인포스', 'stat_value': '1380'}, {'stat_name': '어센틱포스', 'stat_value': '770'}, {'stat_name': 'STR', 'stat_value': '57157'}, {'stat_name': 'DEX', 'stat_value': '56216'}, {'stat_name': 'INT', 'stat_value': '23513'}, {'stat_name': 'LUK', 'stat_value': '60358'}, {'stat_name': 'HP', 'stat_value': '77721'}, {'stat_name': 'MP', 'stat_value': '48933'}, {'stat_name': 'AP 배분 STR', 'stat_value': '836'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '330'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '335'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '32'}, {'stat_name': '메소 획득량', 'stat_value': '20'}, {'stat_name': '버프 지속시간', 'stat_value': '75'}, {'stat_name': '공격 속도', 'stat_value': '5'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '3'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '174.00'}, {'stat_name': '공격력', 'stat_value': '9922'}, {'stat_name': '마력', 'stat_value': '2693'}, {'stat_name': '전투력', 'stat_value': '717371949'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '12'}]",0,탑쑨
,히어로,"[{'stat_name': '최소 스탯공격력', 'stat_value': '169335371'}, {'stat_name': '최대 스탯공격력', 'stat_value': '188150411'}, {'stat_name': '데미지', 'stat_value': '78.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '496.00'}, {'stat_name': '최종 데미지', 'stat_value': '51.25'}, {'stat_name': '방어율 무시', 'stat_value': '96.77'}, {'stat_name': '크리티컬 확률', 'stat_value': '91'}, {'stat_name': '크리티컬 데미지', 'stat_value': '113.10'}, {'stat_name': '상태이상 내성', 'stat_value': '78'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '170'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '420'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '660'}, {'stat_name': 'STR', 'stat_value': '100789'}, {'stat_name': 'DEX', 'stat_value': '14215'}, {'stat_name': 'INT', 'stat_value': '10266'}, {'stat_name': 'LUK', 'stat_value': '10449'}, {'stat_name': 'HP', 'stat_value': '82550'}, {'stat_name': 'MP', 'stat_value': '23454'}, {'stat_name': 'AP 배분 STR', 'stat_value': '1453'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '12'}, {'stat_name': '메소 획득량', 'stat_value': '14'}, {'stat_name': '버프 지속시간', 'stat_value': '50'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '80.00'}, {'stat_name': '공격력', 'stat_value': '11628'}, {'stat_name': '마력', 'stat_value': '2867'}, {'stat_name': '전투력', 'stat_value': '715342073'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,패우희
,"아크메이지(썬,콜)","[{'stat_name': '최소 스탯공격력', 'stat_value': '205851419'}, {'stat_name': '최대 스탯공격력', 'stat_value': '214428560'}, {'stat_name': '데미지', 'stat_value': '114.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '471.00'}, {'stat_name': '최종 데미지', 'stat_value': '54.00'}, {'stat_name': '방어율 무시', 'stat_value': '98.06'}, {'stat_name': '크리티컬 확률', 'stat_value': '100'}, {'stat_name': '크리티컬 데미지', 'stat_value': '118.10'}, {'stat_name': '상태이상 내성', 'stat_value': '71'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '39676'}, {'stat_name': '이동속도', 'stat_value': '168'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '438'}, {'stat_name': '아케인포스', 'stat_value': '1360'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '9882'}, {'stat_name': 'DEX', 'stat_value': '9139'}, {'stat_name': 'INT', 'stat_value': '105050'}, {'stat_name': 'LUK', 'stat_value': '12667'}, {'stat_name': 'HP', 'stat_value': '44923'}, {'stat_name': 'MP', 'stat_value': '76295'}, {'stat_name': 'AP 배분 STR', 'stat_value': '5'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1472'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '48'}, {'stat_name': '메소 획득량', 'stat_value': '28'}, {'stat_name': '버프 지속시간', 'stat_value': '203'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '13.00'}, {'stat_name': '무기 숙련도', 'stat_value': '96'}, {'stat_name': '추가 경험치 획득', 'stat_value': '189.50'}, {'stat_name': '공격력', 'stat_value': '3666'}, {'stat_name': '마력', 'stat_value': '12526'}, {'stat_name': '전투력', 'stat_value': '714484911'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,썬붕스
,나이트로드,"[{'stat_name': '최소 스탯공격력', 'stat_value': '130801242'}, {'stat_name': '최대 스탯공격력', 'stat_value': '152094465'}, {'stat_name': '데미지', 'stat_value': '128.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '412.00'}, {'stat_name': '최종 데미지', 'stat_value': '61.77'}, {'stat_name': '방어율 무시', 'stat_value': '94.43'}, {'stat_name': '크리티컬 확률', 'stat_value': '115'}, {'stat_name': '크리티컬 데미지', 'stat_value': '145.55'}, {'stat_name': '상태이상 내성', 'stat_value': '81'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '62442'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '293'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '6454'}, {'stat_name': 'DEX', 'stat_value': '8809'}, {'stat_name': 'INT', 'stat_value': '5723'}, {'stat_name': 'LUK', 'stat_value': '68324'}, {'stat_name': 'HP', 'stat_value': '48551'}, {'stat_name': 'MP', 'stat_value': '32760'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1478'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-456'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-264'}, {'stat_name': '아이템 드롭률', 'stat_value': '340'}, {'stat_name': '메소 획득량', 'stat_value': '255'}, {'stat_name': '버프 지속시간', 'stat_value': '90'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '151.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '86'}, {'stat_name': '추가 경험치 획득', 'stat_value': '870.00'}, {'stat_name': '공격력', 'stat_value': '8353'}, {'stat_name': '마력', 'stat_value': '2137'}, {'stat_name': '전투력', 'stat_value': '261827483'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '12'}]",0,유격
,나이트로드,"[{'stat_name': '최소 스탯공격력', 'stat_value': '183855832'}, {'stat_name': '최대 스탯공격력', 'stat_value': '213785848'}, {'stat_name': '데미지', 'stat_value': '187.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '398.00'}, {'stat_name': '최종 데미지', 'stat_value': '61.77'}, {'stat_name': '방어율 무시', 'stat_value': '94.99'}, {'stat_name': '크리티컬 확률', 'stat_value': '115'}, {'stat_name': '크리티컬 데미지', 'stat_value': '119.10'}, {'stat_name': '상태이상 내성', 'stat_value': '79'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '56349'}, {'stat_name': '이동속도', 'stat_value': '170'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '358'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '7201'}, {'stat_name': 'DEX', 'stat_value': '10616'}, {'stat_name': 'INT', 'stat_value': '6039'}, {'stat_name': 'LUK', 'stat_value': '71744'}, {'stat_name': 'HP', 'stat_value': '66327'}, {'stat_name': 'MP', 'stat_value': '33247'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1468'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '289'}, {'stat_name': '메소 획득량', 'stat_value': '252'}, {'stat_name': '버프 지속시간', 'stat_value': '55'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '121.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '3'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '86'}, {'stat_name': '추가 경험치 획득', 'stat_value': '594.00'}, {'stat_name': '공격력', 'stat_value': '8842'}, {'stat_name': '마력', 'stat_value': '2244'}, {'stat_name': '전투력', 'stat_value': '309603761'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,아키마
,소울마스터,"[{'stat_name': '최소 스탯공격력', 'stat_value': '68986778'}, {'stat_name': '최대 스탯공격력', 'stat_value': '75809645'}, {'stat_name': '데미지', 'stat_value': '74.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '412.00'}, {'stat_name': '최종 데미지', 'stat_value': '37.50'}, {'stat_name': '방어율 무시', 'stat_value': '95.89'}, {'stat_name': '크리티컬 확률', 'stat_value': '100'}, {'stat_name': '크리티컬 데미지', 'stat_value': '112.15'}, {'stat_name': '상태이상 내성', 'stat_value': '73'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '280'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '770'}, {'stat_name': 'STR', 'stat_value': '67792'}, {'stat_name': 'DEX', 'stat_value': '8342'}, {'stat_name': 'INT', 'stat_value': '5399'}, {'stat_name': 'LUK', 'stat_value': '5573'}, {'stat_name': 'HP', 'stat_value': '67312'}, {'stat_name': 'MP', 'stat_value': '24765'}, {'stat_name': 'AP 배분 STR', 'stat_value': '1478'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '271'}, {'stat_name': '메소 획득량', 'stat_value': '146'}, {'stat_name': '버프 지속시간', 'stat_value': '50'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '110.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '91'}, {'stat_name': '추가 경험치 획득', 'stat_value': '274.00'}, {'stat_name': '공격력', 'stat_value': '8460'}, {'stat_name': '마력', 'stat_value': '2123'}, {'stat_name': '전투력', 'stat_value': '244221703'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,에스
,히어로,"[{'stat_name': '최소 스탯공격력', 'stat_value': '221502240'}, {'stat_name': '최대 스탯공격력', 'stat_value': '246113597'}, {'stat_name': '데미지', 'stat_value': '83.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '421.00'}, {'stat_name': '최종 데미지', 'stat_value': '247.88'}, {'stat_name': '방어율 무시', 'stat_value': '95.20'}, {'stat_name': '크리티컬 확률', 'stat_value': '100'}, {'stat_name': '크리티컬 데미지', 'stat_value': '108.10'}, {'stat_name': '상태이상 내성', 'stat_value': '74'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '340'}, {'stat_name': '아케인포스', 'stat_value': '1360'}, {'stat_name': '어센틱포스', 'stat_value': '550'}, {'stat_name': 'STR', 'stat_value': '66730'}, {'stat_name': 'DEX', 'stat_value': '10599'}, {'stat_name': 'INT', 'stat_value': '6822'}, {'stat_name': 'LUK', 'stat_value': '8858'}, {'stat_name': 'HP', 'stat_value': '113531'}, {'stat_name': 'MP', 'stat_value': '37947'}, {'stat_name': 'AP 배분 STR', 'stat_value': '1463'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '236'}, {'stat_name': '메소 획득량', 'stat_value': '129'}, {'stat_name': '버프 지속시간', 'stat_value': '40'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '104.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '3'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '208.00'}, {'stat_name': '공격력', 'stat_value': '9674'}, {'stat_name': '마력', 'stat_value': '2124'}, {'stat_name': '전투력', 'stat_value': '312041911'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,술김
